restaurant_id,name,cuisine,price_range,neighborhood,ambiance,description,rating,latitude,longitude
rest_0311,The Lebanese Place,Lebanese,$$$,Park Slope,Casual,Lebanese restaurant in Park Slope with casual atmosphere. $$$ price range.,4.0,40.70370076347155,-73.9403730121518
rest_0312,Kitchen Indian Spot,Indian,$$$,Tribeca,Cozy,Indian restaurant in Tribeca with cozy atmosphere. $$$ price range.,3.7,40.70769532016293,-73.9303711224122
rest_0313,Dragon House,Chinese,$$$$,Downtown,Bar atmosphere,Chinese restaurant in Downtown with bar atmosphere atmosphere. $$$$ price range.,3.8,40.733987496376805,-73.92752332284712
rest_0314,Kitchen Ethiopian Spot,Ethiopian,$$$,Midtown,Upscale,Ethiopian restaurant in Midtown with upscale atmosphere. $$$ price range.,3.9,40.75394912923753,-73.92092768351611
rest_0315,Bistro Mexican Spot,Mexican,$$,Midtown,Upscale,Mexican restaurant in Midtown with upscale atmosphere. $$ price range.,3.6,40.73187525029321,-73.9374108623563
rest_0316,Kitchen Ethiopian House,Ethiopian,$$$,Brooklyn,Romantic,Ethiopian restaurant in Brooklyn with romantic atmosphere. $$$ price range.,4.2,40.723295947475364,-73.99755992184434
rest_0317,Imperial Kitchen,Chinese,$,Brooklyn,Cozy,Chinese restaurant in Brooklyn with cozy atmosphere. $ price range.,4.7,40.78700988739009,-73.99787305891496
rest_0318,Bistro Indian Corner,Indian,$$,Bronx,Bar atmosphere,Indian restaurant in Bronx with bar atmosphere atmosphere. $$ price range.,4.1,40.79390676985129,-73.92012167642264
rest_0319,Kitchen Spanish Spot,Spanish,$$$,Chelsea,Cozy,Spanish restaurant in Chelsea with cozy atmosphere. $$$ price range.,4.9,40.79979341105333,-73.96492881845484
rest_0320,The Lebanese Place,Lebanese,$,Bronx,Cozy,Lebanese restaurant in Bronx with cozy atmosphere. $ price range.,3.6,40.74798756203039,-73.93724945367816
rest_0321,Bistro American Corner,American,$,Chelsea,Fast-casual,American restaurant in Chelsea with fast-casual atmosphere. $ price range.,5.1,40.78736771141863,-73.90159165308008
rest_0322,Imperial Palace,Chinese,$$$$,Brooklyn,Outdoor seating,Chinese restaurant in Brooklyn with outdoor seating atmosphere. $$$$ price range.,3.6,40.742135700227706,-73.92624176984111
rest_0323,Cafe Korean House,Korean,$,Chelsea,Fine Dining,Korean restaurant in Chelsea with fine dining atmosphere. $ price range.,5.2,40.72387771457683,-73.98895258868686
rest_0324,Kitchen Brazilian Corner,Brazilian,$$$,Williamsburg,Family-friendly,Brazilian restaurant in Williamsburg with family-friendly atmosphere. $$$ price range.,2.9,40.7296308120456,-73.97663922489501
rest_0325,Cafe German Corner,German,$$$$,Tribeca,Casual,German restaurant in Tribeca with casual atmosphere. $$$$ price range.,3.3,40.70420931896364,-73.99821260652666
rest_0326,Kitchen Ethiopian Spot,Ethiopian,$$$,SoHo,Fast-casual,Ethiopian restaurant in SoHo with fast-casual atmosphere. $$$ price range.,4.0,40.738432664715965,-73.9320352717307
rest_0327,Bistro French Spot,French,$$$$,Park Slope,Cozy,French restaurant in Park Slope with cozy atmosphere. $$$$ price range.,4.2,40.721825388786506,-73.90500388160498
rest_0328,Bistro Lebanese Corner,Lebanese,$$,Queens,Trendy,Lebanese restaurant in Queens with trendy atmosphere. $$ price range.,4.8,40.79447320222914,-73.95325984887502
rest_0329,Kitchen American Spot,American,$$$,Tribeca,Romantic,American restaurant in Tribeca with romantic atmosphere. $$$ price range.,3.8,40.76134113892107,-73.98329660539079
rest_0330,Bistro Lebanese House,Lebanese,$$$,Park Slope,Trendy,Lebanese restaurant in Park Slope with trendy atmosphere. $$$ price range.,4.1,40.76077367948788,-73.94873114889835
rest_0331,Cafe Ethiopian Spot,Ethiopian,$$$$,Williamsburg,Cozy,Ethiopian restaurant in Williamsburg with cozy atmosphere. $$$$ price range.,4.4,40.723066981171776,-73.98234719679945
rest_0332,Lucky Kitchen,Chinese,$$$,Tribeca,Fine Dining,Chinese restaurant in Tribeca with fine dining atmosphere. $$$ price range.,3.5,40.777958447356674,-73.96498747408333
rest_0333,Bistro Mediterranean Spot,Mediterranean,$$$$,Queens,Romantic,Mediterranean restaurant in Queens with romantic atmosphere. $$$$ price range.,3.6,40.70578426765634,-73.90308973698592
rest_0334,Cafe Indian Corner,Indian,$,Chelsea,Bar atmosphere,Indian restaurant in Chelsea with bar atmosphere atmosphere. $ price range.,5.1,40.76960206180538,-73.98461040936601
rest_0335,Golden Garden,Chinese,$$,SoHo,Romantic,Chinese restaurant in SoHo with romantic atmosphere. $$ price range.,3.5,40.78158331249906,-73.97755594281634
rest_0336,The German Corner,German,$$$,Tribeca,Fast-casual,German restaurant in Tribeca with fast-casual atmosphere. $$$ price range.,4.2,40.75929399348417,-73.94199137921622
rest_0337,Nonna Ristorante,Italian,$$,Williamsburg,Fast-casual,Italian restaurant in Williamsburg with fast-casual atmosphere. $$ price range.,2.8,40.70914868373978,-73.91225391373696
rest_0338,The American Corner,American,$$$,Manhattan,Casual,American restaurant in Manhattan with casual atmosphere. $$$ price range.,3.5,40.78887480798689,-73.90443485017703
rest_0339,Cafe Ethiopian House,Ethiopian,$,Brooklyn,Upscale,Ethiopian restaurant in Brooklyn with upscale atmosphere. $ price range.,3.7,40.786212761726546,-73.91904839252751
rest_0340,The Spanish House,Spanish,$$$$,Brooklyn,Trendy,Spanish restaurant in Brooklyn with trendy atmosphere. $$$$ price range.,4.5,40.708698675991144,-73.95915467869293
rest_0341,Kitchen American Place,American,$,Bronx,Trendy,American restaurant in Bronx with trendy atmosphere. $ price range.,5.6,40.73726885170123,-73.97402462162397
rest_0342,The Indian Spot,Indian,$$$$,Manhattan,Romantic,Indian restaurant in Manhattan with romantic atmosphere. $$$$ price range.,4.0,40.70810462159077,-73.97798167980503
rest_0343,Cafe French House,French,$$$$,SoHo,Trendy,French restaurant in SoHo with trendy atmosphere. $$$$ price range.,5.4,40.76832587636596,-73.99238691405097
rest_0344,Cafe Vietnamese Place,Vietnamese,$$$,Chelsea,Romantic,Vietnamese restaurant in Chelsea with romantic atmosphere. $$$ price range.,4.0,40.74805865773266,-73.94075922153405
rest_0345,The German Corner,German,$$$,Midtown,Upscale,German restaurant in Midtown with upscale atmosphere. $$$ price range.,5.0,40.78246809659251,-73.96521907920979
rest_0346,The Indian Spot,Indian,$$$$,Bronx,Romantic,Indian restaurant in Bronx with romantic atmosphere. $$$$ price range.,4.5,40.72670282701694,-73.91213700136448
rest_0347,Bistro Spanish Spot,Spanish,$$,Astoria,Trendy,Spanish restaurant in Astoria with trendy atmosphere. $$ price range.,5.5,40.77974260216069,-73.93415481653416
rest_0348,Mario Trattoria,Italian,$$$,SoHo,Cozy,Italian restaurant in SoHo with cozy atmosphere. $$$ price range.,4.7,40.76974714616693,-73.93198592282397
rest_0349,Kitchen Mexican Spot,Mexican,$$$$,Manhattan,Family-friendly,Mexican restaurant in Manhattan with family-friendly atmosphere. $$$$ price range.,4.4,40.76186113782152,-73.92472833604424
rest_0350,Cafe Mexican Corner,Mexican,$$$,Bronx,Bar atmosphere,Mexican restaurant in Bronx with bar atmosphere atmosphere. $$$ price range.,3.9,40.73351188542591,-73.92564917437085
rest_0351,Bistro Indian Place,Indian,$$$$,Brooklyn,Fast-casual,Indian restaurant in Brooklyn with fast-casual atmosphere. $$$$ price range.,4.1,40.71607598960483,-73.9182032975881
rest_0352,Cafe Ethiopian House,Ethiopian,$$$$,Park Slope,Romantic,Ethiopian restaurant in Park Slope with romantic atmosphere. $$$$ price range.,4.0,40.70063858717169,-73.97129618668251
rest_0353,The Turkish House,Turkish,$$$$,Park Slope,Cozy,Turkish restaurant in Park Slope with cozy atmosphere. $$$$ price range.,5.0,40.761692691837574,-73.90188138219726
rest_0354,Dragon Palace,Chinese,$$,Chelsea,Outdoor seating,Chinese restaurant in Chelsea with outdoor seating atmosphere. $$ price range.,2.9,40.76340057030996,-73.94600146202842
rest_0355,Kitchen Vietnamese House,Vietnamese,$$$$,Midtown,Romantic,Vietnamese restaurant in Midtown with romantic atmosphere. $$$$ price range.,4.6,40.77798453951511,-73.9893019361173
rest_0356,Cafe Turkish Place,Turkish,$$$$,Downtown,Fast-casual,Turkish restaurant in Downtown with fast-casual atmosphere. $$$$ price range.,4.2,40.796299200385896,-73.96581278339613
rest_0357,Bistro Brazilian House,Brazilian,$,Park Slope,Fast-casual,Brazilian restaurant in Park Slope with fast-casual atmosphere. $ price range.,5.3,40.763262189313394,-73.90679718944901
rest_0358,The Spanish House,Spanish,$$$,Downtown,Romantic,Spanish restaurant in Downtown with romantic atmosphere. $$$ price range.,3.6,40.73009635669468,-73.92918279113547
rest_0359,The German House,German,$$$,Tribeca,Fine Dining,German restaurant in Tribeca with fine dining atmosphere. $$$ price range.,4.2,40.70673506014688,-73.94178295398238
rest_0360,Cafe Lebanese Corner,Lebanese,$,Manhattan,Upscale,Lebanese restaurant in Manhattan with upscale atmosphere. $ price range.,5.0,40.704574203381256,-73.91284631938477
rest_0361,Kitchen German Place,German,$$$,Williamsburg,Fast-casual,German restaurant in Williamsburg with fast-casual atmosphere. $$$ price range.,2.8,40.79734889691774,-73.90311221447143
rest_0362,Sakura Ramen,Japanese,$$,SoHo,Cozy,Japanese restaurant in SoHo with cozy atmosphere. $$ price range.,3.6,40.7758263195929,-73.99754130835412
rest_0363,Cafe Ethiopian House,Ethiopian,$$$$,Park Slope,Family-friendly,Ethiopian restaurant in Park Slope with family-friendly atmosphere. $$$$ price range.,4.3,40.7022123551529,-73.96763897808505
rest_0364,Nonna Bistro,Italian,$$$,Astoria,Outdoor seating,Italian restaurant in Astoria with outdoor seating atmosphere. $$$ price range.,5.3,40.76832953766065,-73.95540972936233
rest_0365,Cafe Korean Spot,Korean,$$,Astoria,Cozy,Korean restaurant in Astoria with cozy atmosphere. $$ price range.,3.9,40.72736266662817,-73.90028754998423
rest_0366,The Thai Corner,Thai,$,Downtown,Upscale,Thai restaurant in Downtown with upscale atmosphere. $ price range.,2.8,40.71636238211917,-73.920519045125
rest_0367,The Thai Place,Thai,$,Midtown,Bar atmosphere,Thai restaurant in Midtown with bar atmosphere atmosphere. $ price range.,2.2,40.769368222578144,-73.97792303872113
rest_0368,Imperial Kitchen,Chinese,$$,Tribeca,Casual,Chinese restaurant in Tribeca with casual atmosphere. $$ price range.,4.2,40.765451121428114,-73.97267404730017
rest_0369,Bistro Korean Corner,Korean,$$,Downtown,Family-friendly,Korean restaurant in Downtown with family-friendly atmosphere. $$ price range.,3.5,40.79508635622504,-73.9848942108219
rest_0370,Cafe Vietnamese Corner,Vietnamese,$$$,Queens,Trendy,Vietnamese restaurant in Queens with trendy atmosphere. $$$ price range.,4.5,40.74197273169261,-73.9361474052336
rest_0371,Cafe German Place,German,$$$,Manhattan,Casual,German restaurant in Manhattan with casual atmosphere. $$$ price range.,3.9,40.73975943979628,-73.97257847976513
rest_0372,Kitchen Ethiopian Spot,Ethiopian,$$$$,Downtown,Cozy,Ethiopian restaurant in Downtown with cozy atmosphere. $$$$ price range.,4.0,40.78940992036791,-73.9770045394109
rest_0373,Kitchen German Corner,German,$$$$,Brooklyn,Trendy,German restaurant in Brooklyn with trendy atmosphere. $$$$ price range.,4.2,40.72131047040251,-73.99688659171154
rest_0374,Bistro Ethiopian Corner,Ethiopian,$$$$,Queens,Romantic,Ethiopian restaurant in Queens with romantic atmosphere. $$$$ price range.,3.0,40.78643582498396,-73.95267900933085
rest_0375,Kitchen Brazilian Corner,Brazilian,$,Park Slope,Upscale,Brazilian restaurant in Park Slope with upscale atmosphere. $ price range.,5.2,40.79681934279147,-73.98144744842969
rest_0376,Bistro Spanish House,Spanish,$$,Manhattan,Romantic,Spanish restaurant in Manhattan with romantic atmosphere. $$ price range.,4.3,40.7770921844644,-73.91552167718831
rest_0377,Cafe Brazilian House,Brazilian,$$$,Midtown,Outdoor seating,Brazilian restaurant in Midtown with outdoor seating atmosphere. $$$ price range.,4.4,40.7761023990943,-73.93737796783687
rest_0378,The Mediterranean House,Mediterranean,$$$$,SoHo,Bar atmosphere,Mediterranean restaurant in SoHo with bar atmosphere atmosphere. $$$$ price range.,4.2,40.77965372909762,-73.95184776484875
rest_0379,Bistro Thai Spot,Thai,$$,Astoria,Romantic,Thai restaurant in Astoria with romantic atmosphere. $$ price range.,4.6,40.71173081889624,-73.98748142077974
rest_0380,Nonna Ristorante,Italian,$$,Queens,Fine Dining,Italian restaurant in Queens with fine dining atmosphere. $$ price range.,3.5,40.720052472670034,-73.95084054532586
rest_0381,Bistro Thai Spot,Thai,$$$$,Queens,Outdoor seating,Thai restaurant in Queens with outdoor seating atmosphere. $$$$ price range.,5.4,40.70642089370752,-73.94180285980856
rest_0382,Bistro Spanish Spot,Spanish,$$$$,Park Slope,Cozy,Spanish restaurant in Park Slope with cozy atmosphere. $$$$ price range.,4.7,40.73103619589236,-73.95447798509183
rest_0383,Kitchen Greek Spot,Greek,$$$$,Astoria,Fine Dining,Greek restaurant in Astoria with fine dining atmosphere. $$$$ price range.,3.5,40.701162053990814,-73.99275531122055
rest_0384,The Thai Corner,Thai,$$$,Bronx,Upscale,Thai restaurant in Bronx with upscale atmosphere. $$$ price range.,3.6,40.76000205481193,-73.97083374212907
rest_0385,Kitchen Indian Spot,Indian,$,Manhattan,Outdoor seating,Indian restaurant in Manhattan with outdoor seating atmosphere. $ price range.,2.1,40.76949818861265,-73.91398776028109
rest_0386,Kitchen Indian Corner,Indian,$$,Bronx,Romantic,Indian restaurant in Bronx with romantic atmosphere. $$ price range.,3.2,40.72420450158626,-73.9013337406733
rest_0387,Kitchen Lebanese Place,Lebanese,$$$,Manhattan,Fast-casual,Lebanese restaurant in Manhattan with fast-casual atmosphere. $$$ price range.,4.0,40.714249554290156,-73.95011118465487
rest_0388,Kitchen French Corner,French,$$$,Brooklyn,Family-friendly,French restaurant in Brooklyn with family-friendly atmosphere. $$$ price range.,5.2,40.75596486834869,-73.99902291525808
rest_0389,The Ethiopian House,Ethiopian,$,Park Slope,Casual,Ethiopian restaurant in Park Slope with casual atmosphere. $ price range.,4.7,40.7326461308244,-73.94822883566154
rest_0390,Bella Ristorante,Italian,$$$$,Brooklyn,Romantic,Italian restaurant in Brooklyn with romantic atmosphere. $$$$ price range.,3.8,40.70332031087914,-73.9921421502845
rest_0391,Luigi Trattoria,Italian,$$,Park Slope,Fast-casual,Italian restaurant in Park Slope with fast-casual atmosphere. $$ price range.,3.5,40.73969232762016,-73.9867284245957
rest_0392,Kitchen Lebanese House,Lebanese,$$$$,Downtown,Casual,Lebanese restaurant in Downtown with casual atmosphere. $$$$ price range.,5.4,40.78005866991091,-73.97998497557552
rest_0393,Bella Bistro,Italian,$$$,Park Slope,Trendy,Italian restaurant in Park Slope with trendy atmosphere. $$$ price range.,4.5,40.716748258225905,-73.98954321596656
rest_0394,Cafe French Corner,French,$,Midtown,Outdoor seating,French restaurant in Midtown with outdoor seating atmosphere. $ price range.,5.1,40.70315861448257,-73.90637877537564
rest_0395,Kitchen Thai House,Thai,$$$,Bronx,Trendy,Thai restaurant in Bronx with trendy atmosphere. $$$ price range.,4.7,40.70519712836515,-73.94587036646989
rest_0396,Cafe Greek Corner,Greek,$$$$,Astoria,Bar atmosphere,Greek restaurant in Astoria with bar atmosphere atmosphere. $$$$ price range.,4.6,40.77140869321324,-73.91982719169303
rest_0397,The American Place,American,$,SoHo,Casual,American restaurant in SoHo with casual atmosphere. $ price range.,4.3,40.73394501925428,-73.91851748862535
rest_0398,The Spanish House,Spanish,$$$$,Park Slope,Fast-casual,Spanish restaurant in Park Slope with fast-casual atmosphere. $$$$ price range.,5.1,40.74523182845183,-73.93564223048035
rest_0399,Bistro French House,French,$,Astoria,Upscale,French restaurant in Astoria with upscale atmosphere. $ price range.,4.2,40.752640266093614,-73.92684104782447
rest_0400,Kitchen Turkish Spot,Turkish,$,Queens,Romantic,Turkish restaurant in Queens with romantic atmosphere. $ price range.,3.5,40.78717835665922,-73.9780786012642
rest_0401,Golden Palace,Chinese,$,SoHo,Trendy,Chinese restaurant in SoHo with trendy atmosphere. $ price range.,3.6,40.79758652558191,-73.9663104208229
rest_0402,Cafe Vietnamese Place,Vietnamese,$,Queens,Bar atmosphere,Vietnamese restaurant in Queens with bar atmosphere atmosphere. $ price range.,4.4,40.765870777550084,-73.95018042835468
rest_0403,Tokyo House,Japanese,$$$,Brooklyn,Bar atmosphere,Japanese restaurant in Brooklyn with bar atmosphere atmosphere. $$$ price range.,3.5,40.75553635509376,-73.92807982217278
rest_0404,The Ethiopian Spot,Ethiopian,$$$,Williamsburg,Family-friendly,Ethiopian restaurant in Williamsburg with family-friendly atmosphere. $$$ price range.,4.0,40.719954245092914,-73.93197717575687
rest_0405,Golden House,Chinese,$,Williamsburg,Romantic,Chinese restaurant in Williamsburg with romantic atmosphere. $ price range.,4.1,40.70721984089792,-73.99693474977941
rest_0406,Kitchen Spanish Place,Spanish,$$$,Downtown,Trendy,Spanish restaurant in Downtown with trendy atmosphere. $$$ price range.,3.8,40.78682725054084,-73.92728309302338
rest_0407,Kitchen Korean Corner,Korean,$$$,Park Slope,Upscale,Korean restaurant in Park Slope with upscale atmosphere. $$$ price range.,2.7,40.774270652119995,-73.95745066655519
rest_0408,Cafe Spanish House,Spanish,$,Chelsea,Trendy,Spanish restaurant in Chelsea with trendy atmosphere. $ price range.,3.0,40.7987649563736,-73.99598908085875
rest_0409,Tokyo House,Japanese,$$$,Brooklyn,Upscale,Japanese restaurant in Brooklyn with upscale atmosphere. $$$ price range.,2.8,40.786703149612244,-73.94213245914277
rest_0410,The Vietnamese Spot,Vietnamese,$$$,Midtown,Fine Dining,Vietnamese restaurant in Midtown with fine dining atmosphere. $$$ price range.,5.3,40.748666894142474,-73.91265767619184
rest_0411,Cafe Brazilian House,Brazilian,$$$,Manhattan,Fine Dining,Brazilian restaurant in Manhattan with fine dining atmosphere. $$$ price range.,3.6,40.790070186401124,-73.95782790731266
rest_0412,Kitchen French House,French,$$$$,Astoria,Outdoor seating,French restaurant in Astoria with outdoor seating atmosphere. $$$$ price range.,4.5,40.79123633456167,-73.97893378109943
rest_0413,Bella Pizzeria,Italian,$,Bronx,Outdoor seating,Italian restaurant in Bronx with outdoor seating atmosphere. $ price range.,2.7,40.76229665835635,-73.93684397799075
rest_0414,Kitchen Spanish House,Spanish,$,Manhattan,Upscale,Spanish restaurant in Manhattan with upscale atmosphere. $ price range.,3.5,40.771582496468206,-73.90909674793345
rest_0415,Cafe Ethiopian Place,Ethiopian,$$,Chelsea,Outdoor seating,Ethiopian restaurant in Chelsea with outdoor seating atmosphere. $$ price range.,4.3,40.717968310887024,-73.97624566750761
rest_0416,Bistro French Place,French,$$,Manhattan,Trendy,French restaurant in Manhattan with trendy atmosphere. $$ price range.,4.0,40.72472310744032,-73.91292500987275
rest_0417,Bistro Indian Place,Indian,$,Brooklyn,Upscale,Indian restaurant in Brooklyn with upscale atmosphere. $ price range.,4.9,40.74453052550027,-73.94851826460703
rest_0418,Bistro American Corner,American,$$$$,Midtown,Cozy,American restaurant in Midtown with cozy atmosphere. $$$$ price range.,4.9,40.7163523872585,-73.96089184633483
rest_0419,Cafe Lebanese Spot,Lebanese,$$,Astoria,Fine Dining,Lebanese restaurant in Astoria with fine dining atmosphere. $$ price range.,2.6,40.79694123223353,-73.97418665672988
rest_0420,Nonna Pizzeria,Italian,$$$$,Bronx,Bar atmosphere,Italian restaurant in Bronx with bar atmosphere atmosphere. $$$$ price range.,3.0,40.77734731256866,-73.98691263392817
rest_0421,Cafe Brazilian Spot,Brazilian,$$$,Williamsburg,Bar atmosphere,Brazilian restaurant in Williamsburg with bar atmosphere atmosphere. $$$ price range.,4.9,40.796982104507855,-73.95462104586164
rest_0422,Cafe Vietnamese Place,Vietnamese,$$,Astoria,Cozy,Vietnamese restaurant in Astoria with cozy atmosphere. $$ price range.,4.1,40.73370031764313,-73.91711166341175
rest_0423,Cafe Vietnamese Spot,Vietnamese,$$$,Tribeca,Fast-casual,Vietnamese restaurant in Tribeca with fast-casual atmosphere. $$$ price range.,3.0,40.743088752366184,-73.97512857274124
rest_0424,The Spanish Corner,Spanish,$$$,Williamsburg,Cozy,Spanish restaurant in Williamsburg with cozy atmosphere. $$$ price range.,5.2,40.7167041907901,-73.98323807837117
rest_0425,The Ethiopian Place,Ethiopian,$$,SoHo,Outdoor seating,Ethiopian restaurant in SoHo with outdoor seating atmosphere. $$ price range.,4.7,40.703667142693355,-73.92635979849344
rest_0426,Kitchen Thai Place,Thai,$$$$,Manhattan,Fine Dining,Thai restaurant in Manhattan with fine dining atmosphere. $$$$ price range.,3.7,40.78441704489692,-73.919432984705
rest_0427,Cafe Indian Place,Indian,$$$,Queens,Trendy,Indian restaurant in Queens with trendy atmosphere. $$$ price range.,5.7,40.75853543643967,-73.91317287194867
rest_0428,Kitchen Spanish Place,Spanish,$,Astoria,Bar atmosphere,Spanish restaurant in Astoria with bar atmosphere atmosphere. $ price range.,3.8,40.7269749611517,-73.99429131439106
rest_0429,Bistro Ethiopian House,Ethiopian,$$$$,Park Slope,Casual,Ethiopian restaurant in Park Slope with casual atmosphere. $$$$ price range.,3.8,40.753116952800106,-73.90633943077052
rest_0430,Cafe Mexican House,Mexican,$$,SoHo,Cozy,Mexican restaurant in SoHo with cozy atmosphere. $$ price range.,4.6,40.73161561049768,-73.94927651913116
rest_0431,The Spanish House,Spanish,$$$,Williamsburg,Fine Dining,Spanish restaurant in Williamsburg with fine dining atmosphere. $$$ price range.,3.9,40.70415728590504,-73.98516567990379
rest_0432,Cafe Mediterranean Place,Mediterranean,$$,Park Slope,Outdoor seating,Mediterranean restaurant in Park Slope with outdoor seating atmosphere. $$ price range.,4.7,40.745473985563386,-73.94844039714208
rest_0433,Cafe Greek Spot,Greek,$$$$,Astoria,Bar atmosphere,Greek restaurant in Astoria with bar atmosphere atmosphere. $$$$ price range.,4.3,40.748884658025695,-73.93331357424539
rest_0434,Nonna Trattoria,Italian,$$$$,Midtown,Trendy,Italian restaurant in Midtown with trendy atmosphere. $$$$ price range.,4.9,40.72018534521229,-73.93265675666751
rest_0435,Bistro Mexican Place,Mexican,$$,Bronx,Trendy,Mexican restaurant in Bronx with trendy atmosphere. $$ price range.,3.2,40.79699120461073,-73.99060992842107
rest_0436,The Thai Place,Thai,$$$$,Bronx,Fast-casual,Thai restaurant in Bronx with fast-casual atmosphere. $$$$ price range.,3.5,40.78681422543775,-73.98228502105526
rest_0437,The Brazilian House,Brazilian,$$$,Midtown,Trendy,Brazilian restaurant in Midtown with trendy atmosphere. $$$ price range.,5.5,40.769262595222614,-73.9161884710352
rest_0438,Mario Ristorante,Italian,$$$,SoHo,Fine Dining,Italian restaurant in SoHo with fine dining atmosphere. $$$ price range.,4.1,40.749717476400846,-73.93821527597989
rest_0439,Bistro Turkish Place,Turkish,$$,Park Slope,Family-friendly,Turkish restaurant in Park Slope with family-friendly atmosphere. $$ price range.,4.3,40.78689049844787,-73.94293902533612
rest_0440,Cafe Brazilian Place,Brazilian,$$,Williamsburg,Family-friendly,Brazilian restaurant in Williamsburg with family-friendly atmosphere. $$ price range.,4.9,40.72156751523978,-73.93411145297674
rest_0441,Cafe Spanish Place,Spanish,$,Tribeca,Bar atmosphere,Spanish restaurant in Tribeca with bar atmosphere atmosphere. $ price range.,4.9,40.73938644056542,-73.93487670229585
rest_0442,Cafe German Spot,German,$$$$,Downtown,Romantic,German restaurant in Downtown with romantic atmosphere. $$$$ price range.,4.2,40.79994137257707,-73.99517879611395
rest_0443,Zen Garden,Japanese,$,Park Slope,Family-friendly,Japanese restaurant in Park Slope with family-friendly atmosphere. $ price range.,3.4,40.79771741842213,-73.95930920392772
rest_0444,Kitchen Thai Spot,Thai,$$$$,Midtown,Trendy,Thai restaurant in Midtown with trendy atmosphere. $$$$ price range.,4.3,40.75670162609867,-73.92615507907487
rest_0445,Bistro Spanish Spot,Spanish,$$$$,Chelsea,Fine Dining,Spanish restaurant in Chelsea with fine dining atmosphere. $$$$ price range.,4.3,40.787851556130136,-73.9595859678349
rest_0446,The Brazilian Corner,Brazilian,$$,SoHo,Trendy,Brazilian restaurant in SoHo with trendy atmosphere. $$ price range.,5.0,40.780784594194124,-73.92377148652234
rest_0447,The Vietnamese Corner,Vietnamese,$,Queens,Trendy,Vietnamese restaurant in Queens with trendy atmosphere. $ price range.,3.0,40.779781364885864,-73.9564416685187
rest_0448,Kitchen Greek Corner,Greek,$$,Park Slope,Upscale,Greek restaurant in Park Slope with upscale atmosphere. $$ price range.,3.9,40.75444890979608,-73.99942413395019
rest_0449,Cafe Spanish Corner,Spanish,$$$$,Brooklyn,Fast-casual,Spanish restaurant in Brooklyn with fast-casual atmosphere. $$$$ price range.,4.1,40.73245858299003,-73.96335384651286
rest_0450,Bistro Lebanese Place,Lebanese,$$$,Brooklyn,Family-friendly,Lebanese restaurant in Brooklyn with family-friendly atmosphere. $$$ price range.,5.3,40.738855810127035,-73.95513063773775
rest_0451,Dragon Palace,Chinese,$$$,Downtown,Fast-casual,Chinese restaurant in Downtown with fast-casual atmosphere. $$$ price range.,3.3,40.723754413087434,-73.96267482083707
rest_0452,Kitchen Spanish Place,Spanish,$$$$,Williamsburg,Fast-casual,Spanish restaurant in Williamsburg with fast-casual atmosphere. $$$$ price range.,5.3,40.76194903460096,-73.95365059561995
rest_0453,The Lebanese Corner,Lebanese,$$,Midtown,Bar atmosphere,Lebanese restaurant in Midtown with bar atmosphere atmosphere. $$ price range.,4.8,40.73797857801792,-73.91366663504282
rest_0454,Bistro American Corner,American,$,Manhattan,Romantic,American restaurant in Manhattan with romantic atmosphere. $ price range.,2.0,40.70256420658065,-73.96587521723738
rest_0455,The Brazilian House,Brazilian,$$$$,Park Slope,Outdoor seating,Brazilian restaurant in Park Slope with outdoor seating atmosphere. $$$$ price range.,5.8,40.73801956187859,-73.96011772191031
rest_0456,Kitchen Mediterranean Corner,Mediterranean,$$$,Park Slope,Casual,Mediterranean restaurant in Park Slope with casual atmosphere. $$$ price range.,4.8,40.760790509279346,-73.9235116738458
rest_0457,Bistro German House,German,$,Tribeca,Romantic,German restaurant in Tribeca with romantic atmosphere. $ price range.,6.0,40.78129857387161,-73.92818769237735
rest_0458,Kitchen Brazilian House,Brazilian,$$$,Bronx,Fine Dining,Brazilian restaurant in Bronx with fine dining atmosphere. $$$ price range.,4.6,40.72434822965763,-73.90729654552038
rest_0459,Bistro Korean Place,Korean,$$,Tribeca,Bar atmosphere,Korean restaurant in Tribeca with bar atmosphere atmosphere. $$ price range.,4.2,40.70602673902896,-73.90655639731945
rest_0460,The French Spot,French,$$,Queens,Romantic,French restaurant in Queens with romantic atmosphere. $$ price range.,3.4,40.74858717591863,-73.97432234322795
rest_0461,Cafe Ethiopian Spot,Ethiopian,$$$,Chelsea,Outdoor seating,Ethiopian restaurant in Chelsea with outdoor seating atmosphere. $$$ price range.,3.8,40.72848729019619,-73.96927100350737
rest_0462,The American Corner,American,$$$,Chelsea,Trendy,American restaurant in Chelsea with trendy atmosphere. $$$ price range.,4.1,40.7311307699156,-73.93896662166891
rest_0463,Cafe German Corner,German,$,Manhattan,Family-friendly,German restaurant in Manhattan with family-friendly atmosphere. $ price range.,5.1,40.77161506742232,-73.97273759992665
rest_0464,Kitchen Indian Corner,Indian,$$$,Queens,Upscale,Indian restaurant in Queens with upscale atmosphere. $$$ price range.,3.2,40.71811493495347,-73.9318882146035
rest_0465,The Mediterranean House,Mediterranean,$$$$,Williamsburg,Fast-casual,Mediterranean restaurant in Williamsburg with fast-casual atmosphere. $$$$ price range.,3.8,40.71814383476956,-73.9474836616333
